Vendor # @	Vendor Creation Date	Vendor name	Vendor country key	Vendor Type Description	Vendor Material type	company_code	Region Description	Posting Block for Company Code	Business Unit
1179224	10/7/18	EEXLLCX 	US	PO	Marketing & Creative	2300	EMEA		
1179223	10/7/18	IBEEGEER	IL	NPO	HR	5000	ISR	X	U7490
1179222	10/7/18	TATLTDTI	IN	NPO	Contingent Workforce	6000	India		
1179222	10/7/18	TATLTDTI	IN	NPO	Contingent Workforce	6002	India		
1179222	10/7/18	TATLTDTI	IN	NPO	Contingent Workforce	6060	India		
1179222	10/7/18	OUTSRLTS	DO	PO	Professional Services	4080	CALA		
1179222	10/7/18	OUTSRLTS	DO	PO	Professional Services	4110	CALA	X	
1179219	10/7/18	NOSLLCSE	US	PO	Events	1200	North America	X	
1179219	10/7/18	AYGLTDGI	CY	PO	Facilities	2800	EMEA		
1179217	10/7/18	CCOTEDON	GB	PO	Contingent Workforce	5050	ISR	X	
1179216	10/7/18	A TLTDTR	BG	PO	Events	2220	EMEA	X	
1179215	10/7/18	TAT KGTE	DE	PO	Facilities	2174	EMEA		
1179214	10/7/18	L ALTDAR	IL	NPO	Vehicles	5000	ISR		U7391
1179213	10/7/18	NO CUA I	NL	PO	Hardware	2620	EMEA		
1179213	10/7/18	ORIINCID	US	PO	IT Services	1100	North America		
1179213	10/7/18	ORIINCID	US	PO	IT Services	2800	EMEA	X	
1179212	10/7/18	RR LLP K	US	NPO	Professional Services	1100	North America		U7957
1179212	10/7/18	RR LLP K	US	NPO	Professional Services	1116	North America		U7355
1179212	10/7/18	RR LLP K	US	NPO	Professional Services	1946	North America		U7957
1179212	10/7/18	RR LLP K	US	NPO	Professional Services	2142	EMEA		U7957
1179212	10/7/18	RR LLP K	US	NPO	Professional Services	2800	EMEA	X	U7957
1179212	10/7/18	RR LLP K	US	NPO	Professional Services	2900	EMEA	X	U7957
1179212	10/7/18	RR LLP K	US	NPO	Professional Services	5000	ISR	X	U7957
1179211	10/7/18	VSI SAIO	CL	PO	Facilities	4102	CALA	X	
1179210	10/7/18	RKUULTUT	"ID"	PO	Professional Services	3120	APAC		
1179210	10/7/18	RKUULTUT	"ID"	PO	Professional Services	3122	APAC		U7609
1179210	10/7/18	RKUULTUT	"ID"	PO	Professional Services	3124	APAC	X	U7609
1179209	10/7/18	ONKITEK 	IL	PO	Contingent Workforce	1100	North America	X	
1179209	10/7/18	ONKITEK 	IL	PO	Contingent Workforce	2300	EMEA		
1179209	10/7/18	ONKITEK 	IL	PO	Contingent Workforce	2800	EMEA	X	
1179209	10/7/18	ONKITEK 	IL	PO	Contingent Workforce	5000	ISR		
1179209	10/7/18	 NNNC.NE	US	PO	Hardware	1200	North America	X	
1179208	10/7/18	VN A D I	ME	NPO	Professional Services	2690	EMEA		U7599
1179208	10/7/18	SADLLPDA	US	PO	Contingent Workforce	1200	North America	X	
1179207	10/7/18	P D CVDE	MX	PO	Facilities	4042	CALA		
1179206	10/7/18	FORRUMRU	US	PO	Marketing & Creative	2300	EMEA		
1179206	10/7/18	MSSIONSO	GB	PO	Marketing & Creative	2178	EMEA	X	
1179206	10/7/18	MSSIONSO	GB	PO	Marketing & Creative	9801	Open Market	X	
1179205	10/7/18	DALY CL 	MX	PO	Facilities	4042	CALA		
1179204	10/7/18	AETLTDTS	IL	PO	Software	2300	EMEA		
1179204	10/7/18	AETLTDTS	IL	PO	Software	2800	EMEA	X	
1179204	10/7/18	AETLTDTS	IL	PO	Software	2900	EMEA		
1179204	10/7/18	AETLTDTS	IL	PO	Software	5000	ISR		
1179204	10/7/18	AETLTDTS	IL	PO	Software	6000	India		
1179203	10/7/18	NNTNALTE	DO	PO	Professional Services	4080	CALA	X	
1179202	10/7/18	IM INC G	US	PO	Real Estate	1100	North America	X	
1179202	10/7/18	RHOINCOL	US	PO	Hardware	1380	North America	X	
1179202	10/7/18	RHOINCOL	US	PO	Hardware	9800	Open Market	X	
1179201	10/7/18	TS ONS I	IN	PO	Events	6000	India	X	
1179200	10/7/18	KTDLTDD	GB	PO	Contingent Workforce	5050	ISR	X	
1179200	10/7/18	RESB VSK	NL	PO	Facilities	2174	EMEA	X	
1179200	10/7/18	RESB VSK	NL	PO	Facilities	2500	EMEA	X	
1179200	10/7/18	RESB VSK	NL	PO	Facilities	2900	EMEA	X	
1179197	10/7/18	FMAINCA 	US	PO	Hardware	1100	North America	X	
1179196	10/7/18	DR LTD S	IL	PO	Facilities	5000	ISR		
1179196	10/7/18	DR LTD S	IL	PO	Facilities	5100	ISR	X	
1179196	10/7/18	YSOONSOL	IL	PO	Hardware	1100	North America	X	
1179196	10/7/18	YSOONSOL	IL	PO	Hardware	5000	ISR	X	
1179195	10/7/18	EXELTDEC	KR	PO	Real Estate	3182	APAC		
1179193	10/7/18	CLOLTDOB	IL	PO	Contingent Workforce	2800	EMEA	X	
1179192	10/7/18	VO LTD S	IE	PO	Contingent Workforce	2150	EMEA		
1179192	10/7/18	VO LTD S	IE	PO	Contingent Workforce	2900	EMEA	X	
1179192	10/7/18	PUMNGHMA	CN	PO	Professional Services	3200	APAC	X	
1179192	10/7/18	PUMNGHMA	CN	PO	Professional Services	3204	APAC		
1179192	10/7/18	PUMNGHMA	CN	PO	Professional Services	3206	APAC	X	
1179190	10/7/18	ERRLLCRE	US	PO	Real Estate	1100	North America	X	
1179190	10/7/18	ERRLLCRE	US	PO	Real Estate	1110	North America	X	
1179189	10/7/18	VVAL	ES	NPO	Vehicles	2540	EMEA	X	U7391
1179189	10/7/18	FE  CV D	MX	PO	Facilities	4042	CALA		
1179188	10/7/18	AH LTD A	GB	NPO	Professional Services	2300	EMEA	X	U7599
1179188	10/7/18	GNTCEST 	IN	PO	Learning & Development	6000	India		
1179188	10/7/18	GNTCEST 	IN	PO	Learning & Development	6060	India		
1179187	10/7/18	OMPSRLPU	DO	PO	Professional Services	4080	CALA		
1179186	10/7/18	SLODANOM	IL	PO	Contingent Workforce	5000	ISR		
1179185	10/7/18	N AMBHAN	DE	NPO	Professional Services	1900	North America	X	U7609
1179185	10/7/18	N AMBHAN	DE	NPO	Professional Services	2174	EMEA	X	U7609
1179185	10/7/18	N AMBHAN	DE	NPO	Professional Services	2520	EMEA	X	U7609
1179184	10/7/18	ULOTEDOB	GB	PO	Contingent Workforce	5050	ISR	X	
1179183	10/7/18	OSSONSSI	TH	PO	Professional Services	3108	APAC		
1179182	10/7/18	FISLTDSI	IN	PO	Contingent Workforce	6000	India	X	
1179182	10/7/18	FISLTDSI	IN	PO	Contingent Workforce	6002	India	X	
1179182	10/7/18	A GINCGL	PH	PO	Travel	3104	APAC		
1179181	10/7/18	L M CVME	MX	PO	Facilities	4042	CALA		
1179180	10/7/18	LH INI A	IL	PO	Learning & Development	2300	EMEA	X	
1179180	10/7/18	LH INI A	IL	PO	Learning & Development	5000	ISR	X	
1179179	10/7/18	GERINCRV	US	PO	Facilities	1100	North America		
1179179	10/7/18	GERINCRV	US	PO	Facilities	1114	North America	X	
1179179	10/7/18	GERINCRV	US	PO	Facilities	1210	North America		
1179178	10/7/18	FE LTD M	TW	PO	Facilities	2008	APAC	X	
1179178	10/7/18	BONLTDN 	IL	PO	Software	2300	EMEA	X	
1179176	10/7/18	FTETEDEC	IN	PO	Hardware	6000	India	X	
1179176	10/7/18	FTETEDEC	IN	PO	Hardware	6002	India	X	
1179176	10/7/18	EINONSNG	IN	PO	Events	6000	India	X	
1179176	10/7/18	EINONSNG	IN	PO	Events	6060	India	X	
1179174	10/7/18	Z S CVSO	MX	PO	Contingent Workforce	1100	North America	X	
1179174	10/7/18	Z S CVSO	MX	PO	Contingent Workforce	2300	EMEA	X	
1179174	10/7/18	Z S CVSO	MX	PO	Contingent Workforce	3110	APAC	X	
1179174	10/7/18	Z S CVSO	MX	PO	Contingent Workforce	3160	APAC	X	
1179173	10/7/18	N S CVSA	MX	PO	Facilities	4042	CALA		
1179173	10/7/18	N BOLOBR	BR	PO	Contingent Workforce	4000	CALA	X	
1179172	10/7/18	RISLTDSI	IL	PO	Facilities	5000	ISR		
1179172	10/7/18	YR NTE I	DO	PO	Real Estate	4080	CALA	X	
1179171	10/7/18	 DEB VER	NL	PO	Hardware	2620	EMEA		
1179170	10/7/18	TB INC I	US	PO	Software	1112	North America	X	
1179170	10/7/18	TB INC I	US	PO	Software	1114	North America		
1179170	10/7/18	TB INC I	US	PO	Software	1116	North America		
1179170	10/7/18	TB INC I	US	PO	Software	1220	North America	X	
1179170	10/7/18	TB INC I	US	PO	Software	2506	EMEA		
1179170	10/7/18	TB INC I	US	PO	Software	2912	EMEA		
1179170	10/7/18	NSHLTDHO	TW	PO	Facilities	2008	APAC		
1179169	10/7/18	N MLTDMA	TH	PO	Contingent Workforce	3108	APAC		
1179168	10/7/18	IRSTONSI	US	NPO	Marketing & Creative	1100	North America	X	U7490
1179168	10/7/18	IRSTONSI	US	NPO	Marketing & Creative	1380	North America	X	U7490
1179168	10/7/18	IRSTONSI	US	NPO	Marketing & Creative	9800	Open Market	X	U7490
1179168	10/7/18	MDVCRIVI	US	PO	Contingent Workforce	5050	ISR	X	
1179167	10/7/18	AL OSA E	US	PO	Facilities	1100	North America	X	
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	1100	North America	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	1380	North America	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	1900	North America	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	2500	EMEA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	2520	EMEA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	2540	EMEA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	2620	EMEA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	2660	EMEA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	2800	EMEA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	2900	EMEA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	3002	APAC	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	3100	APAC	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	3104	APAC	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	3108	APAC	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	3120	APAC	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	3122	APAC	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	3160	APAC	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	3240	APAC	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	4000	CALA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	4042	CALA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	4102	CALA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	4140	CALA	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	6000	India		U3540
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	6060	India	X	U7404
1179166	10/7/18	IR  LI B	IN	NPO	Facilities	9800	Open Market	X	U7404
1179166	10/7/18	RASTEDS 	IE	PO	Software	2900	EMEA		
1179165	10/7/18	MEDISTD 	RU	PO	Real Estate	2250	EMEA		
1179165	10/7/18	MEDISTD 	RU	PO	Real Estate	2252	EMEA		
1179165	10/7/18	CDAIONAD	AR	PO	Events	4130	CALA		
1179164	10/7/18	TS OOD S	BG	PO	Hardware	2220	EMEA	X	
1179163	10/7/18	E I ASIN	DK	PO	Professional Services	2460	EMEA		
1179163	10/7/18	 TTLTDTA	IL	PO	Vehicles	5000	ISR		
1179163	10/7/18	 TTLTDTA	IL	PO	Vehicles	5062	ISR		
1179162	10/7/18	LY ALS C	IN	PO	Vehicles	6000	India	X	
1179161	10/7/18	U A SAAN	CL	NPO	Facilities	4102	CALA	X	U3540
1179160	10/7/18	IT GAG K	IL	PO	Contingent Workforce	5000	ISR		
1179159	10/7/18	NNDINCD 	PH	PO	Contingent Workforce	2200	EMEA	X	
1179159	10/7/18	NNDINCD 	PH	PO	Contingent Workforce	3104	APAC		
1179158	10/7/18	NORLTDR 	IL	NPO	Professional Services	2220	EMEA	X	U7393
1179158	10/7/18	NORLTDR 	IL	NPO	Professional Services	2660	EMEA		U7393
1179158	10/7/18	NORLTDR 	IL	NPO	Professional Services	4042	CALA	X	U7393
1179158	10/7/18	NORLTDR 	IL	NPO	Professional Services	5000	ISR		U7393
1179158	10/7/18	ERAIONA 	IL	PO	Hardware	5000	ISR		
1179157	10/7/18	U J CVJO	MX	PO	Real Estate	4042	CALA		
1179156	10/7/18	AR  ME A	BR	PO	Marketing & Creative	4000	CALA		
1179156	10/7/18	 LO SAON	DO	NPO	HR	4080	CALA	X	U7363
1179155	10/7/18	N  UNG Y	AU	PO	Professional Services	3000	APAC	X	
1179155	10/7/18	N  UNG Y	AU	PO	Professional Services	3002	APAC	X	
1179155	10/7/18	N  UNG Y	AU	PO	Professional Services	3006	APAC	X	
1179155	10/7/18	N  UNG Y	AU	PO	Professional Services	3010	APAC	X	
1179155	10/7/18	N  UNG Y	AU	PO	Professional Services	3012	APAC	X	
1179155	10/7/18	N  UNG Y	AU	PO	Professional Services	3160	APAC	X	
1179155	10/7/18	N  UNG Y	AU	PO	Professional Services	9801	Open Market	X	
1179155	10/7/18	N  UNG Y	AU	PO	Professional Services	9803	Open Market	X	
1179155	10/7/18	VSEATEEY	IN	PO	Facilities	6000	India		
1179155	10/7/18	VSEATEEY	IN	PO	Facilities	6002	India		
1179155	10/7/18	VSEATEEY	IN	PO	Facilities	6012	India		
1179155	10/7/18	VSEATEEY	IN	PO	Facilities	6060	India		
1179153	10/7/18	LDUINCUS	US	PO	Contingent Workforce	2900	EMEA	X	
1179152	10/7/18	 GALTDAG	IL	PO	Contingent Workforce	5000	ISR	X	
1179151	10/7/18	S SSSISA	IL	PO	Learning & Development	5000	ISR	X	
1179150	10/7/18	OATINCTA	US	PO	Contingent Workforce	5050	ISR	X	
1179149	10/7/18	OP TDA P	BR	PO	Learning & Development	4000	CALA	X	
1179149	10/7/18	OITLTDTI	IN	PO	Contingent Workforce	6000	India	X	
1179149	10/7/18	OITLTDTI	IN	PO	Contingent Workforce	6002	India	X	
1179149	10/7/18	OITLTDTI	IN	PO	Contingent Workforce	6060	India	X	
1179148	10/7/18	IONLLPN 	GB	NPO	Waste	2300	EMEA	X	
1179148	10/7/18	IONLLPN 	GB	NPO	Waste	2500	EMEA	X	U8012
1179148	10/7/18	LLA CVAT	MX	PO	HR	4042	CALA		
1179147	10/7/18	TECLTDCR	BW	NPO	Professional Services	7010	EMEA		U7393
1179146	10/7/18	EITLTDTY	IL	PO	Contingent Workforce	2200	EMEA	X	
1179146	10/7/18	EITLTDTY	IL	PO	Contingent Workforce	2800	EMEA	X	
1179146	10/7/18	EITLTDTY	IL	PO	Contingent Workforce	2900	EMEA	X	
1179146	10/7/18	EITLTDTY	IL	PO	Contingent Workforce	5000	ISR	X	
1179145	10/7/18	TRLINCLA	US	NPO	Contingent Workforce	1100	North America		
1179145	10/7/18	TRLINCLA	US	NPO	Contingent Workforce	2800	EMEA		
1179143	10/7/18	NGRS ARA	MX	NPO	Professional Services	4042	CALA	X	U7599
1179143	10/7/18	 A AMA T	"ID"	PO	HR	3120	APAC		
1179143	10/7/18	 A AMA T	"ID"	PO	HR	3122	APAC		
1179143	10/7/18	 A AMA T	"ID"	PO	HR	3124	APAC	X	
1179142	10/7/18	SMA SAAS	CL	PO	Software	2500	EMEA	X	
1179142	10/7/18	SMA SAAS	CL	PO	Software	4102	CALA		
1179141	10/7/18	TANLLCNS	US	NPO	Contingent Workforce	1100	North America		10114
1179140	10/7/18	D D CVDE	MX	PO	Facilities	4042	CALA	X	
1179140	10/7/18	MSECESER	CA	PO	Facilities	1900	North America	X	
1179139	10/7/18	CLOINCOB	US	NPO	Waste	1000	EMEA		U8385
1179139	10/7/18	N ULTDUK	GB	NPO	Hardware	2178	EMEA	X	15700
1179139	10/7/18	N ULTDUK	GB	NPO	Hardware	9801	Open Market	X	15700
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1100	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1112	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1114	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1116	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1120	North America	X	
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1200	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1210	North America	X	
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1220	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1222	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1380	North America	X	
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1900	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1944	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	1960	North America		
1179138	10/7/18	CITTEDTE	US	PO	Facilities	9800	Open Market	X	
1179137	10/7/18	T CLTDCO	IE	PO	Software	2912	EMEA	X	
1179136	10/7/18	DALLLCL 	PH	PO	Facilities	3104	APAC		
1179135	10/7/18	YDTIONTR	US	PO	Software	1100	North America		
1179135	10/7/18	YDTIONTR	US	PO	Software	1900	North America		
1179135	10/7/18	YDTIONTR	US	PO	Software	2200	EMEA		
1179135	10/7/18	YDTIONTR	US	PO	Software	2300	EMEA		
1179135	10/7/18	YDTIONTR	US	PO	Software	2800	EMEA	X	
1179135	10/7/18	YDTIONTR	US	PO	Software	2900	EMEA		
1179135	10/7/18	YDTIONTR	US	PO	Software	5000	ISR		
1179134	10/7/18	SH LSH W	IE	PO	Contingent Workforce	5050	ISR	X	
1179133	10/7/18	CVAIONAB	US	NPO	Marketing & Creative	1380	North America	X	U3540
1179133	10/7/18	CVAIONAB	US	NPO	Marketing & Creative	9800	Open Market	X	U3540
1179133	10/7/18	C VTDAVE	BR	NPO	Vehicles	4000	CALA	X	U7391
1179132	10/7/18	R HLTDHA	GB	PO	Contingent Workforce	2900	EMEA		
1179131	10/7/18	M CLTDCO	IL	PO	Real Estate	5000	ISR	X	
1179130	10/7/18	NORTEDRP	CA	PO	Contingent Workforce	1100	North America	X	
1179130	10/7/18	LM LTD K	IL	PO	Facilities	5000	ISR		
1179129	10/7/18	NALMBHL 	DE	NPO	Waste	2520	EMEA		U8011
1179129	10/7/18	FERRADRV	RS	NPO	Professional Services	2690	EMEA		U7388
1179128	10/7/18	COLSPALO	CL	PO	Software	2900	EMEA		
1179127	10/7/18	TNAIONAT	GB	NPO	Professional Services	2620	EMEA	X	U7599
1179126	10/7/18	VTHUNDHE	GB	PO	Waste	2178	EMEA	X	
1179126	10/7/18	VTHUNDHE	GB	PO	Waste	9801	Open Market	X	
1179125	10/7/18	 NAILIAN	PH	PO	Marketing & Creative	3104	APAC	X	
1179123	10/7/18	RETLTDT 	IL	PO	Contingent Workforce	1100	North America	X	
1179123	10/7/18	RETLTDT 	IL	PO	Contingent Workforce	2182	EMEA		
1179123	10/7/18	RETLTDT 	IL	PO	Contingent Workforce	2200	EMEA		
1179123	10/7/18	RETLTDT 	IL	PO	Contingent Workforce	2800	EMEA	X	
1179123	10/7/18	RETLTDT 	IL	PO	Contingent Workforce	2900	EMEA		
1179123	10/7/18	RETLTDT 	IL	PO	Contingent Workforce	5000	ISR		
1179123	10/7/18	 D INC P	US	PO	Contingent Workforce	1100	North America		
1179123	10/7/18	 D INC P	US	PO	Contingent Workforce	1210	North America	X	
1179123	10/7/18	 D INC P	US	PO	Contingent Workforce	2800	EMEA		
1179120	10/7/18	 YNOY	IL	PO	Contingent Workforce	2300	EMEA	X	
1179120	10/7/18	 YNOY	IL	PO	Contingent Workforce	5000	ISR	X	
1179119	10/7/18	EN REK S	US	PO	Contingent Workforce	1100	North America	X	
1179119	10/7/18	EN REK S	US	PO	Contingent Workforce	5050	ISR	X	
1179119	10/7/18	KA LTD P	IL	PO	Contingent Workforce	1100	North America	X	
1179119	10/7/18	KA LTD P	IL	PO	Contingent Workforce	2300	EMEA	X	
1179119	10/7/18	KA LTD P	IL	PO	Contingent Workforce	5000	ISR	X	
1179118	10/7/18	RRO SCON	BR	PO	Facilities	4000	CALA		
1179118	10/7/18	P ITEDIN	US	NPO	Travel	1100	North America	X	U7404
1179117	10/7/18	EOYLTDY 	IL	PO	Events	5000	ISR		
1179116	10/7/18	LONLTDN 	IL	PO	Contingent Workforce	2300	EMEA		
1179116	10/7/18	LONLTDN 	IL	PO	Contingent Workforce	2500	EMEA	X	
1179116	10/7/18	LONLTDN 	IL	PO	Contingent Workforce	5000	ISR		
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	1100	North America	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	1160	North America	X	
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	1900	North America	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2005	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2250	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2300	EMEA		U7393
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2500	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2520	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2620	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2660	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2800	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2900	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	2912	EMEA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	3002	APAC	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	3104	APAC	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	3108	APAC	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	3160	APAC	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	3240	APAC	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	4000	CALA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	4042	CALA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	4080	CALA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	4102	CALA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	4140	CALA	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	4180	North America	X	U7404
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	5000	ISR		17003
1179115	10/7/18	OS PPI I	IL	PO	Professional Services	6000	India	X	U7404
1179115	10/7/18	R CLTDCR	IL	PO	Marketing & Creative	2300	EMEA	X	
1179114	10/7/18	POWRTYWE	TH	PO	Real Estate	3108	APAC		
1179113	10/7/18	KA INT P	IL	PO	Contingent Workforce	5000	ISR	X	
1179113	10/7/18	MIDNCODA	CL	PO	Real Estate	4102	CALA	X	
1179112	10/7/18	H ELTDEN	IL	PO	Facilities	5000	ISR	X	
1179112	10/7/18	AI B V T	AU	PO	Contingent Workforce	1116	North America	X	
1179112	10/7/18	AI B V T	AU	PO	Contingent Workforce	2150	EMEA		
1179112	10/7/18	AI B V T	AU	PO	Contingent Workforce	3002	APAC	X	
1179111	10/7/18	FAMNOVMI	IL	PO	Facilities	5000	ISR	X	
1179109	10/7/18	CR SON M	AR	PO	Professional Services	4130	CALA		
1179109	10/7/18	AOUTRAU 	CY	PO	Facilities	2800	EMEA	X	
1179108	10/7/18	NPRESTRO	FR	PO	Contingent Workforce	2126	EMEA	X	
1179107	10/7/18	OL INC R	US	PO	Contingent Workforce	1100	North America		
1179107	10/7/18	OL INC R	US	PO	Contingent Workforce	1116	North America	X	
1179106	10/7/18	7EEINGET	IE	PO	Hardware	2912	EMEA	X	
1179106	10/7/18	S SMBHSO	DE	PO	Contingent Workforce	1100	North America	X	
1179106	10/7/18	S SMBHSO	DE	PO	Contingent Workforce	2200	EMEA	X	
1179106	10/7/18	S SMBHSO	DE	PO	Contingent Workforce	2500	EMEA	X	
1179106	10/7/18	S SMBHSO	DE	PO	Contingent Workforce	2800	EMEA	X	
1179106	10/7/18	S SMBHSO	DE	PO	Contingent Workforce	2900	EMEA	X	
1179106	10/7/18	S SMBHSO	DE	PO	Contingent Workforce	5050	ISR	X	
1179104	10/7/18	E TS LTE	ES	PO	Hardware	5050	ISR	X	
1179103	10/7/18	ENCEENCO	US	PO	Facilities	1100	North America	X	
1179102	10/7/18	FY LUS P	IN	PO	Facilities	6000	India		
1179102	10/7/18	FY LUS P	IN	PO	Facilities	6002	India		
1179102	10/7/18	FY LUS P	IN	PO	Facilities	6012	India		
1179102	10/7/18	FY LUS P	IN	PO	Facilities	6060	India		
1179102	10/7/18	OORLTDRD	IE	PO	Real Estate	2900	EMEA		
1179101	10/7/18	NDILTDIN	SG	PO	HR	3002	APAC	X	
1179101	10/7/18	NDILTDIN	SG	PO	HR	3014	APAC	X	
1179101	10/7/18	NDILTDIN	SG	PO	HR	3132	APAC		
1179101	10/7/18	NDILTDIN	SG	PO	HR	6000	India	X	
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	1100	North America		
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	1210	North America		
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	2170	EMEA	X	
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	2200	EMEA		
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	2500	EMEA		
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	2800	EMEA	X	
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	2900	EMEA		
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	4000	CALA		
1179100	10/7/18	R PINCPO	US	NPO	Contingent Workforce	4102	CALA	X	
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	1112	North America	X	
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	1114	North America	X	
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	1116	North America		
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	1200	North America	X	
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	1210	North America		
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	2140	EMEA	X	
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	2142	EMEA		
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	2258	EMEA	X	
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	2800	EMEA	X	
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	5000	ISR		99999
1179099	10/7/18	LTILTDIR	IL	NPO	Contingent Workforce	6012	India	X	
1179098	10/7/18	T KHENKI	IN	PO	Facilities	6000	India	X	
1179098	10/7/18	T KHENKI	IN	PO	Facilities	6002	India	X	
1179098	10/7/18	C M INMO	US	PO	Facilities	1100	North America	X	
1179097	10/7/18	OO INC I	CA	PO	Software	1380	North America	X	
1179097	10/7/18	OO INC I	CA	PO	Software	9800	Open Market	X	
1179096	10/7/18	EWA BVAT	NL	PO	Contingent Workforce	2300	EMEA		
1179096	10/7/18	EWA BVAT	NL	PO	Contingent Workforce	5000	ISR	X	
